outlet_id,outlet_code,outlet_name,legal_name,channel,outlet_format,city,state,region_id,pincode,latitude,longitude,route_id,salesperson_id,onboarded_date,credit_limit_inr,credit_terms_days,gst_number,storage_type,chiller_available,avg_monthly_footfall,contact_name,contact_phone,contact_email,last_audit_date,risk_flag,status,closed_date,is_deleted,created_at,updated_at
86,OUT00086,Shree Mart,,HORECA,QSR,Bangalore,Karnataka,2,489066,19.639433,89.128687,43,61,2018-09-29,630000.0,45,16ABCDE1541F1Z7,AMBIENT,0,10125,Tara Joshi,9835804788,tara.joshi@example.com,2025-11-16,LOW,ACTIVE,,0,2018-09-29 00:00:00,
87,OUT00087,Green Stores,,HORECA,HOTEL,Indore,Madhya Pradesh,5,239773,24.388011,73.920082,113,77,2022-02-24,168000.0,14,15ABCDE4060F1Z1,AMBIENT,0,16178,Arjun Reddy,9266422087,arjun.reddy@example.com,2026-01-01,MEDIUM,ACTIVE,,0,2022-02-24 00:00:00,
88,OUT00088,Anand Provision,,GT,KIRANA,Guwahati,Assam,4,586791,13.551995,91.558034,42,32,2024-02-10,291000.0,30,29ABCDE5913F1Z4,AMBIENT,0,25142,Ritu Mehta,9151330936,ritu.mehta@example.com,2025-04-23,LOW,CLOSED,2025-09-03,0,2024-02-10 00:00:00,
89,OUT00089,Metro Provision,,ECOM_DARKSTORE,DARKSTORE,Chennai,Tamil Nadu,2,324725,21.002125,86.662429,59,28,2022-09-26,100000.0,30,33ABCDE9683F1Z2,AMBIENT_CHILLED,1,9644,Rohit Chauhan,9829647279,rohit.chauhan@example.com,2025-08-26,HIGH,ACTIVE,,0,2022-09-26 00:00:00,
90,OUT00090,Star Trading Co,,HORECA,CLOUD_KITCHEN,Kolkata,West Bengal,4,421712,19.355479,82.700301,122,84,2023-10-02,464000.0,7,03ABCDE3160F1Z0,AMBIENT,0,12074,Imran Ghosh,9457236134,imran.ghosh@example.com,2025-04-29,LOW,ACTIVE,,0,2023-10-02 00:00:00,
91,OUT00091,Royal Stores,,GT,KIRANA,Delhi,Delhi,3,206997,32.479347,80.774144,8,88,2021-02-01,315000.0,21,37ABCDE2961F1Z4,AMBIENT,1,10118,Nisha Dutta,9535718888,nisha.dutta@example.com,2026-01-27,LOW,ACTIVE,,0,2021-02-01 00:00:00,
92,OUT00092,Royal Provision,,HORECA,HOTEL,Surat,Gujarat,1,352621,24.53192,91.493893,131,82,2020-03-28,102000.0,30,11ABCDE1293F1Z2,AMBIENT_CHILLED,0,17931,Imran Reddy,9521540670,imran.reddy@example.com,2025-04-16,LOW,ACTIVE,,0,2020-03-28 00:00:00,
93,OUT00093,Shree Bazaar,,GT,GENERAL_STORE,Patna,Bihar,4,588810,11.927955,73.401046,127,39,2021-04-16,797000.0,0,04ABCDE8662F1Z7,AMBIENT,1,13683,Nisha Pillai,9853904327,nisha.pillai@example.com,2025-12-21,MEDIUM,ACTIVE,,0,2021-04-16 00:00:00,
94,OUT00094,Shree Mart,,GT,GENERAL_STORE,Gurugram,Haryana,3,127825,18.386923,79.584856,4,31,2018-08-22,369000.0,21,08ABCDE1343F1Z0,AMBIENT,0,19223,Vikram Chauhan,9596748571,vikram.chauhan@example.com,2026-01-10,HIGH,ACTIVE,,0,2018-08-22 00:00:00,
95,OUT00095,Sri Provision,,GT,CHEMIST,Indore,Madhya Pradesh,5,261872,25.722598,91.861007,108,92,2022-12-06,604000.0,7,02ABCDE8536F1Z7,AMBIENT,0,18772,Deepak Kulkarni,9329512725,deepak.kulkarni@example.com,2025-08-04,HIGH,ACTIVE,,0,2022-12-06 00:00:00,
96,OUT00096,Sri Provision,,MT,SUPERMARKET,Nagpur,Maharashtra,5,170904,26.693607,77.031406,40,49,2023-08-23,412000.0,21,36ABCDE7684F1Z8,AMBIENT,1,3925,Naveen Sharma,9534718313,naveen.sharma@example.com,2025-08-24,LOW,ACTIVE,,0,2023-08-23 00:00:00,
97,OUT00097,Balaji Trading Co,,HORECA,HOTEL,Guwahati,Assam,4,701399,18.433171,75.424867,110,67,2023-02-25,250000.0,21,26ABCDE2264F1Z4,AMBIENT_CHILLED,1,16142,Priya Rao,9311973918,priya.rao@example.com,2025-07-16,LOW,ACTIVE,,0,2023-02-25 00:00:00,
98,OUT00098,New Bazaar,,GT,KIRANA,Raipur,Chhattisgarh,5,393261,30.671005,74.017152,114,90,2021-09-21,237000.0,0,33ABCDE8725F1Z7,AMBIENT,0,10270,Divya Bose,9587646462,divya.bose@example.com,2026-05-14,LOW,ACTIVE,,0,2021-09-21 00:00:00,
99,OUT00099,Green Enterprises,,GT,KIRANA,Mumbai,Maharashtra,1,158603,28.332436,77.323522,64,19,2019-03-05,475000.0,45,28ABCDE1443F1Z0,AMBIENT,0,22777,Sneha Rao,9792132575,,2026-02-26,HIGH,DELETED,,1,2019-03-05 00:00:00,
100,OUT00100,Metro Provision,,HORECA,HOTEL,Guwahati,Assam,4,419941,29.348829,71.348878,66,91,2020-06-25,547000.0,45,22ABCDE6213F1Z7,AMBIENT_CHILLED,1,14361,Kavya Patel,9996458004,kavya.patel@example.com,2025-03-28,MEDIUM,ACTIVE,,0,2020-06-25 00:00:00,
101,OUT00101,Anand Provision,,HORECA,CLOUD_KITCHEN,Hyderabad,Telangana,2,125875,17.007766,88.066092,34,24,2020-02-24,625000.0,7,09ABCDE6187F1Z7,AMBIENT,1,8465,Ananya Patel,9850391775,ananya.patel@example.com,2026-05-05,LOW,CLOSED,2025-05-14,0,2020-02-24 00:00:00,
102,OUT00102,Sri Stores,,GT,KIRANA,Guwahati,Assam,4,266117,22.681529,84.4502,107,25,2020-12-26,27000.0,0,37ABCDE4303F1Z6,AMBIENT,0,12971,Sneha Menon,9299747882,sneha.menon@example.com,2025-02-07,LOW,ACTIVE,,0,2020-12-26 00:00:00,
103,OUT00103,Nova Supermarket,,MT,MINI_MARKET,Gurugram,Haryana,3,250308,23.248254,82.897536,90,13,2024-06-13,877000.0,14,10ABCDE6963F1Z1,AMBIENT,0,1441,Deepak Sharma,9166914991,deepak.sharma@example.com,2026-02-11,MEDIUM,ACTIVE,,0,2024-06-13 00:00:00,
104,OUT00104,Balaji Bazaar,,GT,GENERAL_STORE,Gurugram,Haryana,3,258610,13.131469,87.127442,57,84,2024-02-13,642000.0,0,17ABCDE3999F1Z4,AMBIENT,0,7157,Imran Patel,9244691133,,2025-05-14,LOW,ACTIVE,,0,2024-02-13 00:00:00,
105,OUT00105,Royal Stores,,GT,CHEMIST,Indore,Madhya Pradesh,5,560853,23.124342,81.189042,65,61,2022-10-05,678000.0,21,02ABCDE1710F1Z6,AMBIENT,1,3991,Priya Sharma,9401615311,,2025-11-25,LOW,ACTIVE,,0,2022-10-05 00:00:00,
106,OUT00106,Balaji Supermarket,,GT,CHEMIST,Kolkata,West Bengal,4,738519,28.922461,71.587669,14,49,2021-06-07,496000.0,45,14ABCDE6221F1Z0,AMBIENT_CHILLED,0,13512,Farah Reddy,9870698199,farah.reddy@example.com,2025-05-04,LOW,ACTIVE,,0,2021-06-07 00:00:00,
107,OUT00107,Green Supermarket,,GT,GENERAL_STORE,Guwahati,Assam,4,427796,29.087796,83.951799,67,95,2024-11-20,852000.0,21,32ABCDE6719F1Z8,AMBIENT_CHILLED,1,19541,Vikram Menon,9984462358,,2026-03-11,HIGH,ACTIVE,,0,2024-11-20 00:00:00,
108,OUT00108,Balaji Provision,,GT,CHEMIST,Kochi,Kerala,2,605500,25.833627,90.133499,5,44,2024-11-01,133000.0,7,16ABCDE6955F1Z6,AMBIENT,0,21438,Rahul Mehta,9925627284,,2025-09-06,MEDIUM,ACTIVE,,0,2024-11-01 00:00:00,
109,OUT00109,Royal Trading Co,,MT,HYPERMARKET,Bangalore,Karnataka,2,125481,29.145302,68.833788,100,72,2019-05-02,392000.0,45,37ABCDE7015F1Z1,AMBIENT_CHILLED,1,18315,Anil Ghosh,9361316800,,2026-04-29,MEDIUM,ACTIVE,,0,2019-05-02 00:00:00,
110,OUT00110,Sri Supermarket,,GT,GENERAL_STORE,Chennai,Tamil Nadu,2,590460,19.791821,88.641312,98,20,2024-08-14,89000.0,14,32ABCDE3448F1Z7,AMBIENT,0,14028,Karthik Dutta,9106035430,karthik.dutta@example.com,2026-06-26,MEDIUM,ACTIVE,,0,2024-08-14 00:00:00,
111,OUT00111,Balaji Supermarket,,MT,SUPERMARKET,Delhi,Delhi,3,126600,23.302874,89.980992,96,17,2024-11-10,58000.0,7,37ABCDE4706F1Z5,AMBIENT,1,8244,Sneha Ghosh,9830662790,sneha.ghosh@example.com,2026-04-21,LOW,CLOSED,2025-12-15,0,2024-11-10 00:00:00,
112,OUT00112,Green Trading Co,,ECOM_DARKSTORE,DARKSTORE,Bengaluru,Karnataka,2,431350,29.154076,85.411297,92,81,2021-01-13,818000.0,21,02ABCDE6308F1Z3,AMBIENT,0,9023,Rohit Pillai,9146213167,rohit.pillai@example.com,2025-11-15,MEDIUM,ACTIVE,,0,2021-01-13 00:00:00,
113,OUT00113,Green Enterprises,,GT,KIRANA,Kochi,Kerala,2,173391,10.406014,84.971189,136,65,2022-01-05,461000.0,45,06ABCDE9518F1Z7,AMBIENT,1,15118,Ritu Reddy,9144433270,ritu.reddy@example.com,2026-06-18,LOW,ACTIVE,,0,2022-01-05 00:00:00,
114,OUT00114,Balaji Mart,,HORECA,CAFE,Surat,Gujarat,1,590609,11.540468,75.451456,5,30,2024-01-28,523000.0,30,34ABCDE3975F1Z7,AMBIENT,0,5584,Vikram Sinha,9966897302,vikram.sinha@example.com,2025-09-13,LOW,ACTIVE,,0,2024-01-28 00:00:00,
115,OUT00115,Anand Bazaar,,GT,KIRANA,Indore,Madhya Pradesh,5,747058,8.565412,74.965888,57,82,2022-10-24,567000.0,0,27ABCDE7388F1Z5,AMBIENT,0,9402,Rahul Das,9671838002,rahul.das@example.com,2025-06-20,HIGH,ACTIVE,,0,2022-10-24 00:00:00,
116,OUT00116,Nova Enterprises,,GT,CHEMIST,Kochi,Kerala,2,658619,27.871266,89.140457,72,40,2021-05-05,71000.0,30,05ABCDE2249F1Z4,AMBIENT_CHILLED,1,4745,Farah Patel,9351976962,,2025-08-07,LOW,ACTIVE,,0,2021-05-05 00:00:00,
117,OUT00117,Sri Provision,,GT,KIRANA,Delhi,Delhi,3,716980,12.103163,89.435577,60,81,2020-11-18,430000.0,45,13ABCDE7450F1Z0,AMBIENT,0,17837,Rohit Dutta,9642792606,rohit.dutta@example.com,2025-09-28,LOW,ACTIVE,,0,2020-11-18 00:00:00,
118,OUT00118,Star Provision,,MT,HYPERMARKET,Bengaluru,Karnataka,2,239445,16.186452,78.03658,128,58,2024-08-08,554000.0,21,23ABCDE2037F1Z0,AMBIENT,1,18641,Naveen Rao,9124400248,naveen.rao@example.com,2025-10-02,LOW,ACTIVE,,0,2024-08-08 00:00:00,
119,OUT00119,Nova Stores,,GT,KIRANA,Hyderabad,Telangana,2,365974,18.069454,83.18327,90,35,2022-11-14,560000.0,0,19ABCDE8368F1Z8,AMBIENT,1,9932,Nisha Khan,9166220692,nisha.khan@example.com,2026-03-16,LOW,ACTIVE,,0,2022-11-14 00:00:00,
120,OUT00120,Sri Supermarket,,ECOM_DARKSTORE,DARKSTORE,Indore,Madhya Pradesh,5,776317,32.189829,77.815061,4,67,2020-09-02,742000.0,14,09ABCDE7228F1Z4,AMBIENT,0,23434,Leela Bose,9243028922,leela.bose@example.com,2025-01-15,LOW,ACTIVE,,0,2020-09-02 00:00:00,
121,OUT00121,Nova Stores,,GT,CHEMIST,Mumbai,Maharashtra,1,671908,18.575329,75.761285,7,5,2022-03-30,344000.0,30,08ABCDE2944F1Z7,AMBIENT,0,3606,Suresh Reddy,9974323131,suresh.reddy@example.com,2025-12-16,LOW,DELETED,,1,2022-03-30 00:00:00,
122,OUT00122,Shree Provision,,HORECA,CAFE,Guwahati,Assam,4,521569,23.983591,86.792699,19,41,2020-07-07,51000.0,14,03ABCDE6386F1Z6,AMBIENT,0,15172,Ananya Kulkarni,9762198845,,2025-03-07,HIGH,DELETED,,1,2020-07-07 00:00:00,
123,OUT00123,Metro Provision,,HORECA,CAFE,Gurugram,Haryana,3,365668,25.166394,74.44026,40,62,2019-06-29,489000.0,14,24ABCDE3211F1Z0,AMBIENT,0,5058,Rahul Rao,9953867833,rahul.rao@example.com,2025-08-19,HIGH,ACTIVE,,0,2019-06-29 00:00:00,
124,OUT00124,Sri Mart,,ECOM_DARKSTORE,DARKSTORE,Kochi,Kerala,2,654492,12.531643,82.268669,46,61,2021-05-23,338000.0,21,22ABCDE9662F1Z5,AMBIENT,0,14519,Anil Patel,9485430810,anil.patel@example.com,2025-02-26,LOW,ACTIVE,,0,2021-05-23 00:00:00,
125,OUT00125,Anand Trading Co,,GT,CHEMIST,Nagpur,Maharashtra,5,519835,28.710068,86.04261,51,92,2024-01-13,277000.0,30,20ABCDE4971F1Z6,AMBIENT,1,14468,Nisha Verma,9947014531,nisha.verma@example.com,2026-05-25,LOW,ACTIVE,,0,2024-01-13 00:00:00,
126,OUT00126,New Bazaar,,GT,KIRANA,Patna,Bihar,4,739133,25.243558,69.313719,48,79,2023-10-22,284000.0,30,34ABCDE9290F1Z2,AMBIENT_CHILLED,1,22349,Sneha Chauhan,9594600291,sneha.chauhan@example.com,2026-01-24,LOW,ACTIVE,,0,2023-10-22 00:00:00,
127,OUT00127,Metro Supermarket,,ECOM_DARKSTORE,DARKSTORE,Kolkata,West Bengal,4,440794,23.297239,82.107028,32,28,2018-10-25,67000.0,0,31ABCDE2226F1Z4,AMBIENT,0,8221,Vikram Khan,9243658576,vikram.khan@example.com,2025-05-30,MEDIUM,ACTIVE,,0,2018-10-25 00:00:00,
128,OUT00128,Anand Enterprises,,MT,MINI_MARKET,Bengaluru,Karnataka,2,709761,12.51457,79.309665,6,1,2023-10-21,184000.0,30,25ABCDE2907F1Z1,AMBIENT,1,5872,Pooja Dutta,9871431346,,2025-02-15,HIGH,ACTIVE,,0,2023-10-21 00:00:00,
129,OUT00129,Nova Bazaar,,HORECA,QSR,Kolkata,West Bengal,4,766649,27.78838,79.755917,102,18,2019-10-19,335000.0,7,26ABCDE5465F1Z8,AMBIENT,0,9092,Arjun Sinha,9919339548,arjun.sinha@example.com,2026-02-02,HIGH,ACTIVE,,0,2019-10-19 00:00:00,
130,OUT00130,Star Enterprises,,GT,KIRANA,Surat,Gujarat,1,422413,24.108404,89.061083,97,37,2022-06-17,831000.0,30,28ABCDE5583F1Z5,AMBIENT_CHILLED,0,15000,Naveen Chauhan,9942348425,naveen.chauhan@example.com,2025-05-13,MEDIUM,ACTIVE,,0,2022-06-17 00:00:00,
131,OUT00131,Metro Provision,,GT,GENERAL_STORE,Chennai,Tamil Nadu,2,619579,9.25171,92.255752,71,67,2023-04-12,236000.0,0,08ABCDE4102F1Z4,AMBIENT,0,18229,Ananya Ghosh,9339555768,ananya.ghosh@example.com,2025-04-26,LOW,ACTIVE,,0,2023-04-12 00:00:00,
132,OUT00132,Sri Trading Co,,GT,KIRANA,Jaipur,Rajasthan,3,264863,11.383259,81.333822,51,39,2021-12-29,682000.0,30,33ABCDE3231F1Z0,AMBIENT,1,7303,Sanjay Chauhan,9168735824,,2026-04-16,MEDIUM,ACTIVE,,0,2021-12-29 00:00:00,
133,OUT00133,Green Supermarket,,HORECA,HOTEL,Kochi,Kerala,2,330357,11.83641,74.362141,27,28,2021-07-05,844000.0,21,31ABCDE1774F1Z5,AMBIENT,1,7806,Ananya Khan,9364971892,ananya.khan@example.com,2026-01-06,LOW,ACTIVE,,0,2021-07-05 00:00:00,
134,OUT00134,Royal Bazaar,,GT,CHEMIST,Raipur,Chhattisgarh,5,434628,11.227363,69.601501,21,94,2022-01-16,692000.0,7,05ABCDE4941F1Z3,AMBIENT,0,20822,Priya Mehta,9354639032,priya.mehta@example.com,2025-11-01,LOW,ACTIVE,,0,2022-01-16 00:00:00,
135,OUT00135,Metro Provision,,GT,GENERAL_STORE,Gurugram,Haryana,3,783629,26.784738,73.869005,74,84,2019-02-07,158000.0,7,35ABCDE3314F1Z6,AMBIENT,0,16000,Leela Reddy,9130917675,,2026-03-13,LOW,ACTIVE,,0,2019-02-07 00:00:00,
136,OUT00136,New Stores,,GT,GENERAL_STORE,Hyderabad,Telangana,2,419677,17.253659,78.287278,63,28,2022-04-28,351000.0,45,32ABCDE7303F1Z2,AMBIENT,1,3971,Arjun Joshi,9504712919,arjun.joshi@example.com,2025-01-29,LOW,ACTIVE,,0,2022-04-28 00:00:00,
137,OUT00137,Star Stores,,MT,MINI_MARKET,Indore,Madhya Pradesh,5,270735,27.118215,77.420784,78,63,2023-04-22,391000.0,14,20ABCDE3454F1Z4,AMBIENT,0,3633,Tara Bose,9330599319,,2026-06-08,LOW,ACTIVE,,0,2023-04-22 00:00:00,
138,OUT00138,Star Stores,,MT,HYPERMARKET,Kochi,Kerala,2,145548,26.227876,75.672495,39,45,2023-07-05,738000.0,21,02ABCDE1123F1Z8,AMBIENT_CHILLED,1,840,Sneha Ghosh,9873296698,sneha.ghosh@example.com,2026-03-20,LOW,CLOSED,2025-06-13,0,2023-07-05 00:00:00,
139,OUT00139,Sri Supermarket,,MT,MINI_MARKET,Kolkata,West Bengal,4,701054,24.78421,75.928525,93,56,2018-12-16,703000.0,21,17ABCDE5450F1Z6,AMBIENT,1,20684,Vikram Pillai,9400404019,vikram.pillai@example.com,2025-04-02,MEDIUM,ACTIVE,,0,2018-12-16 00:00:00,
140,OUT00140,Anand Stores,,GT,KIRANA,Indore,Madhya Pradesh,5,251831,15.751769,69.126899,115,70,2022-05-10,616000.0,45,18ABCDE9056F1Z0,AMBIENT,0,12712,Deepak Joshi,9911248385,deepak.joshi@example.com,2025-04-30,LOW,CLOSED,2026-02-21,0,2022-05-10 00:00:00,
141,OUT00141,Balaji Supermarket,,ECOM_DARKSTORE,DARKSTORE,Ludhiana,Punjab,3,680977,17.620115,89.720205,10,35,2023-10-21,748000.0,45,37ABCDE2469F1Z3,AMBIENT,0,909,Sneha Ghosh,9352241068,sneha.ghosh@example.com,2025-01-25,HIGH,ACTIVE,,0,2023-10-21 00:00:00,
142,OUT00142,Royal Trading Co,,HORECA,CAFE,Pune,Maharashtra,1,625955,15.101728,80.52843,136,68,2019-04-01,485000.0,0,29ABCDE9297F1Z4,AMBIENT,0,8164,Vikram Joshi,9343584815,vikram.joshi@example.com,2025-02-10,LOW,ACTIVE,,0,2019-04-01 00:00:00,
143,OUT00143,Sri Enterprises,,GT,CHEMIST,Kolkata,West Bengal,4,656011,22.587145,89.486464,12,30,2021-02-01,81000.0,0,12ABCDE7109F1Z8,AMBIENT_CHILLED,1,8599,Kavya Joshi,9703059392,kavya.joshi@example.com,2025-10-24,HIGH,DELETED,,1,2021-02-01 00:00:00,
144,OUT00144,Green Bazaar,,GT,GENERAL_STORE,Nagpur,Maharashtra,5,171175,20.470414,88.938079,22,88,2022-01-23,513000.0,30,37ABCDE2146F1Z0,AMBIENT_CHILLED,1,20071,Sneha Sinha,9814782292,,2025-08-24,LOW,ACTIVE,,0,2022-01-23 00:00:00,
145,OUT00145,Shree Bazaar,,GT,KIRANA,Kochi,Kerala,2,368511,32.030515,69.761513,67,16,2020-08-25,432000.0,21,16ABCDE9050F1Z4,AMBIENT,0,17313,Arjun Menon,9273605627,arjun.menon@example.com,2025-01-10,MEDIUM,ACTIVE,,0,2020-08-25 00:00:00,
146,OUT00146,Sri Mart,,GT,KIRANA,Delhi,Delhi,3,253096,29.341522,84.194483,105,28,2019-03-31,47000.0,0,06ABCDE9175F1Z7,AMBIENT_CHILLED,0,16688,Manoj Rao,9935267833,manoj.rao@example.com,2025-07-06,HIGH,ACTIVE,,0,2019-03-31 00:00:00,
147,OUT00147,Royal Enterprises,,GT,KIRANA,Guwahati,Assam,4,308878,12.727205,83.931339,67,1,2018-11-09,519000.0,30,05ABCDE6918F1Z6,AMBIENT,1,12524,Kavya Joshi,9260010016,kavya.joshi@example.com,2025-06-12,MEDIUM,DELETED,,1,2018-11-09 00:00:00,
148,OUT00148,Star Supermarket,,GT,CHEMIST,Jaipur,Rajasthan,3,219606,20.840498,80.672462,43,62,2020-09-17,430000.0,21,21ABCDE4249F1Z4,AMBIENT,0,15258,Priya Kulkarni,9479881133,priya.kulkarni@example.com,2025-03-06,LOW,ACTIVE,,0,2020-09-17 00:00:00,
149,OUT00149,Nova Provision,,GT,CHEMIST,Delhi,Delhi,3,420154,17.7373,75.380745,19,73,2023-05-20,112000.0,14,14ABCDE1665F1Z8,AMBIENT_CHILLED,0,8060,Naveen Rao,9674146960,,2026-01-25,MEDIUM,CLOSED,2025-12-25,0,2023-05-20 00:00:00,
150,OUT00150,Balaji Trading Co,,MT,HYPERMARKET,Nagpur,Maharashtra,5,716827,12.073065,75.553344,62,13,2024-02-28,221000.0,21,09ABCDE4574F1Z7,AMBIENT,0,12151,Naveen Das,9372036540,naveen.das@example.com,2025-06-07,LOW,ACTIVE,,0,2024-02-28 00:00:00,
151,OUT00151,Nova Enterprises,,MT,SUPERMARKET,Mumbai,Maharashtra,1,675994,26.437824,89.11393,115,79,2020-11-12,102000.0,0,21ABCDE8949F1Z1,AMBIENT,1,22414,Leela Patel,9946459144,,2025-06-15,MEDIUM,ACTIVE,,0,2020-11-12 00:00:00,
152,OUT00152,Metro Enterprises,,GT,KIRANA,Hyderabad,Telangana,2,609993,9.02807,71.113056,115,65,2019-12-05,191000.0,21,23ABCDE1115F1Z1,AMBIENT,0,9365,Farah Kulkarni,9867165300,farah.kulkarni@example.com,2026-06-23,LOW,ACTIVE,,0,2019-12-05 00:00:00,
153,OUT00153,Royal Provision,,GT,GENERAL_STORE,Mumbai,Maharashtra,1,510216,29.708754,92.031098,44,57,2021-08-03,879000.0,14,34ABCDE9864F1Z4,AMBIENT,0,6333,Pooja Patel,9779359628,pooja.patel@example.com,2025-03-09,MEDIUM,DELETED,,1,2021-08-03 00:00:00,
154,OUT00154,Green Supermarket,,HORECA,CAFE,Mumbai,Maharashtra,1,445995,23.311259,91.613232,129,75,2023-07-24,272000.0,7,04ABCDE4902F1Z2,AMBIENT,0,11703,Rohit Pillai,9862906511,rohit.pillai@example.com,2025-06-15,LOW,ACTIVE,,0,2023-07-24 00:00:00,
155,OUT00155,Balaji Trading Co,,ECOM_DARKSTORE,DARKSTORE,Jaipur,Rajasthan,3,234353,14.727967,86.01274,112,45,2021-10-20,53000.0,30,03ABCDE5811F1Z3,AMBIENT_CHILLED,0,2985,Arjun Ghosh,9846287053,arjun.ghosh@example.com,2026-06-30,MEDIUM,ACTIVE,,0,2021-10-20 00:00:00,
156,OUT00156,Anand Trading Co,,GT,KIRANA,Kochi,Kerala,2,385496,26.073212,82.769477,22,26,2021-09-11,885000.0,45,02ABCDE9781F1Z4,AMBIENT,1,4502,Sneha Das,9438743376,,2025-12-04,HIGH,ACTIVE,,0,2021-09-11 00:00:00,
157,OUT00157,Royal Bazaar,,HORECA,CAFE,Kochi,Kerala,2,742978,14.454473,81.336713,87,41,2021-03-21,379000.0,45,22ABCDE1540F1Z8,AMBIENT,0,12706,Kavya Bose,9359874542,kavya.bose@example.com,2026-05-15,LOW,ACTIVE,,0,2021-03-21 00:00:00,
158,OUT00158,Nova Enterprises,,HORECA,QSR,Kochi,Kerala,2,794683,15.687496,90.282657,82,78,2022-08-26,797000.0,21,16ABCDE4457F1Z1,AMBIENT,0,10733,Sanjay Menon,9452748603,sanjay.menon@example.com,2025-09-11,MEDIUM,ACTIVE,,0,2022-08-26 00:00:00,
159,OUT00159,New Trading Co,,GT,CHEMIST,Pune,Maharashtra,1,636761,17.689681,69.961905,58,31,2024-02-09,79000.0,30,03ABCDE9888F1Z4,AMBIENT,0,16258,Sneha Sharma,9749107770,sneha.sharma@example.com,2025-10-24,LOW,ACTIVE,,0,2024-02-09 00:00:00,
160,OUT00160,Nova Stores,,HORECA,QSR,Pune,Maharashtra,1,787122,31.94256,87.201768,29,90,2020-01-24,332000.0,14,06ABCDE5730F1Z6,AMBIENT,0,8934,Sanjay Ghosh,9316827739,sanjay.ghosh@example.com,2025-02-07,HIGH,ACTIVE,,0,2020-01-24 00:00:00,
161,OUT00161,Sri Mart,,MT,SUPERMARKET,Indore,Madhya Pradesh,5,375407,18.935868,90.053225,102,59,2024-08-07,181000.0,0,01ABCDE4742F1Z1,AMBIENT,1,3397,Arjun Sharma,9655806843,arjun.sharma@example.com,2025-02-25,LOW,ACTIVE,,0,2024-08-07 00:00:00,
162,OUT00162,Metro Supermarket,,MT,HYPERMARKET,Hyderabad,Telangana,2,339440,26.32084,83.295499,31,24,2020-01-28,872000.0,7,37ABCDE9181F1Z1,AMBIENT,0,18742,Divya Patel,9851026319,divya.patel@example.com,2025-04-13,LOW,ACTIVE,,0,2020-01-28 00:00:00,
163,OUT00163,Nova Mart,,GT,GENERAL_STORE,Chennai,Tamil Nadu,2,407789,19.951832,79.370183,13,5,2022-02-22,17000.0,30,37ABCDE8872F1Z5,AMBIENT,0,7416,Sanjay Joshi,9131134743,sanjay.joshi@example.com,2026-03-10,LOW,ACTIVE,,0,2022-02-22 00:00:00,
164,OUT00164,Sri Provision,,GT,KIRANA,Gurugram,Haryana,3,323523,8.870705,74.488417,139,63,2021-04-27,896000.0,0,28ABCDE8534F1Z8,AMBIENT,0,22904,Sanjay Verma,9503534651,sanjay.verma@example.com,2025-10-06,HIGH,ACTIVE,,0,2021-04-27 00:00:00,
165,OUT00165,Nova Trading Co,,GT,CHEMIST,Kolkata,West Bengal,4,788903,17.586373,70.67062,132,53,2020-05-29,286000.0,14,20ABCDE8289F1Z7,AMBIENT,0,3926,Sanjay Nair,9832447368,sanjay.nair@example.com,2025-12-15,LOW,ACTIVE,,0,2020-05-29 00:00:00,
166,OUT00166,Sri Mart,,GT,KIRANA,Chennai,Tamil Nadu,2,535570,24.603263,88.051585,32,42,2018-08-04,860000.0,0,29ABCDE3675F1Z8,AMBIENT_CHILLED,0,2953,Naveen Menon,9372402084,naveen.menon@example.com,2026-05-02,MEDIUM,ACTIVE,,0,2018-08-04 00:00:00,
167,OUT00167,Sri Supermarket,,GT,KIRANA,Bangalore,Karnataka,2,538528,32.18097,87.034937,54,9,2020-07-13,870000.0,21,18ABCDE3355F1Z6,AMBIENT,1,9498,Ritu Menon,9495994216,ritu.menon@example.com,2026-05-04,LOW,CLOSED,2025-10-06,0,2020-07-13 00:00:00,
168,OUT00168,Green Bazaar,,GT,KIRANA,Indore,Madhya Pradesh,5,515448,15.910888,86.069262,47,18,2019-05-18,483000.0,7,36ABCDE6532F1Z2,AMBIENT,0,5479,Nisha Menon,9598233696,nisha.menon@example.com,2025-02-10,HIGH,DELETED,,1,2019-05-18 00:00:00,
169,OUT00169,Balaji Enterprises,,GT,CHEMIST,Kolkata,West Bengal,4,367349,28.276769,88.018178,86,4,2024-11-07,825000.0,0,14ABCDE3409F1Z5,AMBIENT,0,11835,Ritu Mehta,9626069005,ritu.mehta@example.com,2026-06-26,LOW,ACTIVE,,0,2024-11-07 00:00:00,
170,OUT00170,Star Mart,,HORECA,CAFE,Guwahati,Assam,4,582012,13.659664,85.801554,128,48,2023-07-13,597000.0,45,32ABCDE7484F1Z3,AMBIENT,0,25877,Karthik Pillai,9139188699,karthik.pillai@example.com,2026-04-20,LOW,ACTIVE,,0,2023-07-13 00:00:00,
171,OUT00171,Balaji Stores,,GT,KIRANA,Surat,Gujarat,1,377739,29.624915,85.791641,1,19,2019-04-07,373000.0,0,25ABCDE6325F1Z3,AMBIENT,0,24525,Farah Pillai,9609098881,farah.pillai@example.com,2026-03-11,LOW,ACTIVE,,0,2019-04-07 00:00:00,
